"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
826,"United Kingdom",4,"Median","0",1950,422652,401256,823908
826,"United Kingdom",4,"Median","1",1950,440172,417914,858086
826,"United Kingdom",4,"Median","2",1950,464724,441795,906518.5
826,"United Kingdom",4,"Median","3",1950,462700,441764,904463
826,"United Kingdom",4,"Median","4",1950,426779,408506,835285.5
826,"United Kingdom",4,"Median","5",1950,400432,383530,783962
826,"United Kingdom",4,"Median","6",1950,390408,373772,764179.5
826,"United Kingdom",4,"Median","7",1950,370976,355408,726383
826,"United Kingdom",4,"Median","8",1950,345794,331698,677491
826,"United Kingdom",4,"Median","9",1950,333121,319304,652425.5
826,"United Kingdom",4,"Median","10",1950,337582,322584,660166
826,"United Kingdom",4,"Median","11",1950,345244,329604,674848
826,"United Kingdom",4,"Median","12",1950,344433,330614,675047.5
826,"United Kingdom",4,"Median","13",1950,336313,327369,663682
826,"United Kingdom",4,"Median","14",1950,325282,323600,648881.5
826,"United Kingdom",4,"Median","15",1950,313219,320069,633288
826,"United Kingdom",4,"Median","16",1950,303846,318690,622536
826,"United Kingdom",4,"Median","17",1950,302050,323676,625725
826,"United Kingdom",4,"Median","18",1950,303767,332154,635920.5
826,"United Kingdom",4,"Median","19",1950,306338,337091,643428.5
826,"United Kingdom",4,"Median","20",1950,313450,339259,652709.5
826,"United Kingdom",4,"Median","21",1950,322614,342502,665116
826,"United Kingdom",4,"Median","22",1950,333033,347433,680466
826,"United Kingdom",4,"Median","23",1950,343680,354329,698009
826,"United Kingdom",4,"Median","24",1950,353040,361451,714490.5
826,"United Kingdom",4,"Median","25",1950,359748,367381,727128.5
826,"United Kingdom",4,"Median","26",1950,366344,374342,740685.5
826,"United Kingdom",4,"Median","27",1950,377910,385693,763603
826,"United Kingdom",4,"Median","28",1950,395393,402446,797838.5
826,"United Kingdom",4,"Median","29",1950,407000,413819,820818.5
826,"United Kingdom",4,"Median","30",1950,387590,395300,782890.5
826,"United Kingdom",4,"Median","31",1950,339930,349500,689430.5
826,"United Kingdom",4,"Median","32",1950,310596,321502,632098
826,"United Kingdom",4,"Median","33",1950,321184,332043,653227
826,"United Kingdom",4,"Median","34",1950,347681,358852,706533
826,"United Kingdom",4,"Median","35",1950,368861,381682,750543.5
826,"United Kingdom",4,"Median","36",1950,379342,392993,772335.5
826,"United Kingdom",4,"Median","37",1950,382492,394501,776993.5
826,"United Kingdom",4,"Median","38",1950,383549,392890,776439.5
826,"United Kingdom",4,"Median","39",1950,384525,391859,776384
826,"United Kingdom",4,"Median","40",1950,385798,392246,778044.5
826,"United Kingdom",4,"Median","41",1950,386126,393274,779401
826,"United Kingdom",4,"Median","42",1950,382350,391291,773641
826,"United Kingdom",4,"Median","43",1950,375336,385772,761108
826,"United Kingdom",4,"Median","44",1950,368234,380424,748658
826,"United Kingdom",4,"Median","45",1950,360623,375728,736350.5
826,"United Kingdom",4,"Median","46",1950,352822,370664,723485
826,"United Kingdom",4,"Median","47",1950,346260,365860,712120
826,"United Kingdom",4,"Median","48",1950,341166,362682,703848.5
826,"United Kingdom",4,"Median","49",1950,335546,360496,696042
826,"United Kingdom",4,"Median","50",1950,322557,353538,676095
826,"United Kingdom",4,"Median","51",1950,303204,342739,645943
826,"United Kingdom",4,"Median","52",1950,286942,334234,621175.5
826,"United Kingdom",4,"Median","53",1950,276319,327644,603963.5
826,"United Kingdom",4,"Median","54",1950,267440,320101,587541
826,"United Kingdom",4,"Median","55",1950,258673,312020,570692.5
826,"United Kingdom",4,"Median","56",1950,251196,305445,556641.5
826,"United Kingdom",4,"Median","57",1950,246305,301328,547632.5
826,"United Kingdom",4,"Median","58",1950,241887,296970,538856.5
826,"United Kingdom",4,"Median","59",1950,234678,288854,523532.5
826,"United Kingdom",4,"Median","60",1950,226547,279568,506115
826,"United Kingdom",4,"Median","61",1950,221380,275530,496910
826,"United Kingdom",4,"Median","62",1950,215893,272528,488420.5
826,"United Kingdom",4,"Median","63",1950,207114,264582,471696.5
826,"United Kingdom",4,"Median","64",1950,198324,255257,453581.5
826,"United Kingdom",4,"Median","65",1950,189639,246022,435660.5
826,"United Kingdom",4,"Median","66",1950,181331,237992,419323.5
826,"United Kingdom",4,"Median","67",1950,176897,233724,410620.5
826,"United Kingdom",4,"Median","68",1950,174090,229308,403399
826,"United Kingdom",4,"Median","69",1950,166812,219450,386261.5
826,"United Kingdom",4,"Median","70",1950,154513,205172,359685
826,"United Kingdom",4,"Median","71",1950,143558,193783,337341.5
826,"United Kingdom",4,"Median","72",1950,135638,185608,321247
826,"United Kingdom",4,"Median","73",1950,127311,175141,302452
826,"United Kingdom",4,"Median","74",1950,117396,161497,278893.5
826,"United Kingdom",4,"Median","75",1950,106131,146566,252697.5
826,"United Kingdom",4,"Median","76",1950,94936,132872,227808.5
826,"United Kingdom",4,"Median","77",1950,85520,121674,207194
826,"United Kingdom",4,"Median","78",1950,75709,109820,185529
826,"United Kingdom",4,"Median","79",1950,63108,94698,157806
826,"United Kingdom",4,"Median","80",1950,52725,82752,135476.5
826,"United Kingdom",4,"Median","81",1950,45134,74110,119244.5
826,"United Kingdom",4,"Median","82",1950,37532,64458,101989.5
826,"United Kingdom",4,"Median","83",1950,30495,54476,84970.5
826,"United Kingdom",4,"Median","84",1950,24266,45098,69363.5
826,"United Kingdom",4,"Median","85",1950,19024,37079,56103.5
826,"United Kingdom",4,"Median","86",1950,14650,30034,44684
826,"United Kingdom",4,"Median","87",1950,10985,23764,34749.5
826,"United Kingdom",4,"Median","88",1950,8126,18506,26632.5
826,"United Kingdom",4,"Median","89",1950,5926,14180,20106
826,"United Kingdom",4,"Median","90",1950,4168,10585,14753.5
826,"United Kingdom",4,"Median","91",1950,2794,7594,10387.5
826,"United Kingdom",4,"Median","92",1950,1845,5393,7238
826,"United Kingdom",4,"Median","93",1950,1216,3828,5045
826,"United Kingdom",4,"Median","94",1950,774,2636,3409.5
826,"United Kingdom",4,"Median","95",1950,475,1734,2209.5
826,"United Kingdom",4,"Median","96",1950,284,1076,1360
826,"United Kingdom",4,"Median","97",1950,165,660,824.5
826,"United Kingdom",4,"Median","98",1950,93,401,494
826,"United Kingdom",4,"Median","99",1950,50,231,281.5
826,"United Kingdom",4,"Median","100",1950,18,93,111
826,"United Kingdom",4,"Median","101",1950,11,61,72
826,"United Kingdom",4,"Median","102",1950,7,40,47
826,"United Kingdom",4,"Median","103",1950,4,26,30
826,"United Kingdom",4,"Median","104",1950,3,17,20
826,"United Kingdom",4,"Median","105",1950,2,11,13
826,"United Kingdom",4,"Median","106",1950,1,7,8
826,"United Kingdom",4,"Median","107",1950,1,5,6
826,"United Kingdom",4,"Median","108",1950,0,3,3
826,"United Kingdom",4,"Median","109",1950,0,2,2
826,"United Kingdom",4,"Median","110",1950,0,1,1
826,"United Kingdom",4,"Median","0",1951,405578,385258,790835.5
826,"United Kingdom",4,"Median","1",1951,413801,393672,807473
826,"United Kingdom",4,"Median","2",1951,435450,414593,850042.5
826,"United Kingdom",4,"Median","3",1951,460692,439194,899887
826,"United Kingdom",4,"Median","4",1951,464677,444393,909070
826,"United Kingdom",4,"Median","5",1951,434100,414942,849042
826,"United Kingdom",4,"Median","6",1951,392768,375192,767959
826,"United Kingdom",4,"Median","7",1951,391977,374450,766426.5
826,"United Kingdom",4,"Median","8",1951,371176,355417,726592.5
826,"United Kingdom",4,"Median","9",1951,348136,334568,682703.5
826,"United Kingdom",4,"Median","10",1951,330812,318538,649350.5
826,"United Kingdom",4,"Median","11",1951,333882,322089,655970.5
826,"United Kingdom",4,"Median","12",1951,342082,331177,673259.5
826,"United Kingdom",4,"Median","13",1951,340172,331066,671238.5
826,"United Kingdom",4,"Median","14",1951,334508,327340,661848
826,"United Kingdom",4,"Median","15",1951,327039,322748,649787.5
826,"United Kingdom",4,"Median","16",1951,320520,318898,639417.5
826,"United Kingdom",4,"Median","17",1951,316852,317710,634561
826,"United Kingdom",4,"Median","18",1951,312040,322318,634358
826,"United Kingdom",4,"Median","19",1951,308996,332262,641257
826,"United Kingdom",4,"Median","20",1951,308882,339590,648472.5
826,"United Kingdom",4,"Median","21",1951,323328,345288,668617
826,"United Kingdom",4,"Median","22",1951,330430,346436,676867
826,"United Kingdom",4,"Median","23",1951,336890,348930,685821
826,"United Kingdom",4,"Median","24",1951,344768,353366,698134.5
826,"United Kingdom",4,"Median","25",1951,354861,360836,715697.5
826,"United Kingdom",4,"Median","26",1951,361614,366362,727976.5
826,"United Kingdom",4,"Median","27",1951,365952,371775,737726.5
826,"United Kingdom",4,"Median","28",1951,376334,383230,759564
826,"United Kingdom",4,"Median","29",1951,392106,399688,791794
826,"United Kingdom",4,"Median","30",1951,407002,415178,822180
826,"United Kingdom",4,"Median","31",1951,391942,401928,793871
826,"United Kingdom",4,"Median","32",1951,339768,350969,690736.5
826,"United Kingdom",4,"Median","33",1951,299974,312922,612896.5
826,"United Kingdom",4,"Median","34",1951,315602,328038,643640
826,"United Kingdom",4,"Median","35",1951,347321,360208,707529
826,"United Kingdom",4,"Median","36",1951,365934,380476,746410.5
826,"United Kingdom",4,"Median","37",1951,379248,394376,773624
826,"United Kingdom",4,"Median","38",1951,378358,391574,769932
826,"United Kingdom",4,"Median","39",1951,379341,390514,769855
826,"United Kingdom",4,"Median","40",1951,381554,390040,771595
826,"United Kingdom",4,"Median","41",1951,382982,391864,774845.5
826,"United Kingdom",4,"Median","42",1951,379368,388886,768253.5
826,"United Kingdom",4,"Median","43",1951,379620,392118,771738.5
826,"United Kingdom",4,"Median","44",1951,369612,383272,752884
826,"United Kingdom",4,"Median","45",1951,363694,377412,741106.5
826,"United Kingdom",4,"Median","46",1951,360174,375347,735521.5
826,"United Kingdom",4,"Median","47",1951,352144,369428,721572.5
826,"United Kingdom",4,"Median","48",1951,346075,364098,710173
826,"United Kingdom",4,"Median","49",1951,342300,361243,703543
826,"United Kingdom",4,"Median","50",1951,335894,358546,694439.5
826,"United Kingdom",4,"Median","51",1951,323495,356810,680305
826,"United Kingdom",4,"Median","52",1951,297106,337539,634644.5
826,"United Kingdom",4,"Median","53",1951,279679,329882,609561.5
826,"United Kingdom",4,"Median","54",1951,269486,324303,593789
826,"United Kingdom",4,"Median","55",1951,260381,316372,576753.5
826,"United Kingdom",4,"Median","56",1951,250516,306551,557066.5
826,"United Kingdom",4,"Median","57",1951,245864,302312,548176
826,"United Kingdom",4,"Median","58",1951,242806,299202,542009
826,"United Kingdom",4,"Median","59",1951,238798,295734,534532
826,"United Kingdom",4,"Median","60",1951,228815,285610,514425
826,"United Kingdom",4,"Median","61",1951,219270,277422,496691.5
826,"United Kingdom",4,"Median","62",1951,211892,269890,481782.5
826,"United Kingdom",4,"Median","63",1951,207680,268941,476620.5
826,"United Kingdom",4,"Median","64",1951,199222,260242,459465
826,"United Kingdom",4,"Median","65",1951,191968,251626,443593.5
826,"United Kingdom",4,"Median","66",1951,183940,244198,428138
826,"United Kingdom",4,"Median","67",1951,174836,234357,409193
826,"United Kingdom",4,"Median","68",1951,169378,228118,397496
826,"United Kingdom",4,"Median","69",1951,164820,222904,387724
826,"United Kingdom",4,"Median","70",1951,155910,211415,367325
826,"United Kingdom",4,"Median","71",1951,143436,198835,342270.5
826,"United Kingdom",4,"Median","72",1951,133080,185942,319021.5
826,"United Kingdom",4,"Median","73",1951,126064,178430,304494
826,"United Kingdom",4,"Median","74",1951,117002,166157,283159
826,"United Kingdom",4,"Median","75",1951,107638,152948,260586.5
826,"United Kingdom",4,"Median","76",1951,96622,138699,235320.5
826,"United Kingdom",4,"Median","77",1951,85704,124818,210521.5
826,"United Kingdom",4,"Median","78",1951,75358,111076,186433.5
826,"United Kingdom",4,"Median","79",1951,65346,98190,163536.5
826,"United Kingdom",4,"Median","80",1951,54797,85044,139841.5
826,"United Kingdom",4,"Median","81",1951,45365,73710,119074.5
826,"United Kingdom",4,"Median","82",1951,38258,65227,103484.5
826,"United Kingdom",4,"Median","83",1951,31185,55772,86956.5
826,"United Kingdom",4,"Median","84",1951,24820,46344,71165
826,"United Kingdom",4,"Median","85",1951,19391,37862,57253.5
826,"United Kingdom",4,"Median","86",1951,14898,30586,45484
826,"United Kingdom",4,"Median","87",1951,11180,24307,35486.5
826,"United Kingdom",4,"Median","88",1951,8243,18954,27196.5
826,"United Kingdom",4,"Median","89",1951,5976,14474,20450
826,"United Kingdom",4,"Median","90",1951,4234,10858,15092
826,"United Kingdom",4,"Median","91",1951,2916,7954,10871
826,"United Kingdom",4,"Median","92",1951,1918,5584,7501.5
826,"United Kingdom",4,"Median","93",1951,1218,3878,5096
826,"United Kingdom",4,"Median","94",1951,766,2676,3441.5
826,"United Kingdom",4,"Median","95",1951,472,1784,2256.5
826,"United Kingdom",4,"Median","96",1951,286,1148,1434
826,"United Kingdom",4,"Median","97",1951,166,693,859
826,"United Kingdom",4,"Median","98",1951,93,414,507
826,"United Kingdom",4,"Median","99",1951,51,244,295.5
826,"United Kingdom",4,"Median","100",1951,20,99,119
826,"United Kingdom",4,"Median","101",1951,12,65,77
826,"United Kingdom",4,"Median","102",1951,7,43,50
826,"United Kingdom",4,"Median","103",1951,5,28,33
826,"United Kingdom",4,"Median","104",1951,3,18,21
826,"United Kingdom",4,"Median","105",1951,2,12,14
826,"United Kingdom",4,"Median","106",1951,1,8,9
826,"United Kingdom",4,"Median","107",1951,1,5,6
826,"United Kingdom",4,"Median","108",1951,0,3,3
826,"United Kingdom",4,"Median","109",1951,0,2,2
826,"United Kingdom",4,"Median","110",1951,0,1,1
826,"United Kingdom",4,"Median","0",1952,395658,376542,772199.5
826,"United Kingdom",4,"Median","1",1952,396244,377095,773338.5
826,"United Kingdom",4,"Median","2",1952,408580,388911,797490.5
826,"United Kingdom",4,"Median","3",1952,431123,410490,841613
826,"United Kingdom",4,"Median","4",1952,462356,441232,903587.5
826,"United Kingdom",4,"Median","5",1952,471818,450948,922766
826,"United Kingdom",4,"Median","6",1952,426905,407718,834623
826,"United Kingdom",4,"Median","7",1952,395570,377884,773454.5
826,"United Kingdom",4,"Median","8",1952,392574,375693,768267.5
826,"United Kingdom",4,"Median","9",1952,374274,359620,733893.5
826,"United Kingdom",4,"Median","10",1952,346890,334864,681754.5
826,"United Kingdom",4,"Median","11",1952,329168,318948,648115.5
826,"United Kingdom",4,"Median","12",1952,333428,324201,657629
826,"United Kingdom",4,"Median","13",1952,340389,332054,672442.5
826,"United Kingdom",4,"Median","14",1952,340240,331801,672041
826,"United Kingdom",4,"Median","15",1952,336113,327538,663651
826,"United Kingdom",4,"Median","16",1952,330762,322642,653404
826,"United Kingdom",4,"Median","17",1952,326090,318694,644784
826,"United Kingdom",4,"Median","18",1952,314532,316274,630806.5
826,"United Kingdom",4,"Median","19",1952,305642,321468,627110
826,"United Kingdom",4,"Median","20",1952,302228,332648,634877
826,"United Kingdom",4,"Median","21",1952,309892,342794,652686
826,"United Kingdom",4,"Median","22",1952,323746,346163,669909
826,"United Kingdom",4,"Median","23",1952,329679,345322,675000.5
826,"United Kingdom",4,"Median","24",1952,335308,346304,681612
826,"United Kingdom",4,"Median","25",1952,345131,352277,697408
826,"United Kingdom",4,"Median","26",1952,355693,360455,716148
826,"United Kingdom",4,"Median","27",1952,360456,365414,725869.5
826,"United Kingdom",4,"Median","28",1952,364152,371395,735547
826,"United Kingdom",4,"Median","29",1952,373162,382343,755505.5
826,"United Kingdom",4,"Median","30",1952,392286,402218,794503
826,"United Kingdom",4,"Median","31",1952,411042,421718,832759
826,"United Kingdom",4,"Median","32",1952,391000,402190,793190.5
826,"United Kingdom",4,"Median","33",1952,328672,341118,669790
826,"United Kingdom",4,"Median","34",1952,294186,307640,601826.5
826,"United Kingdom",4,"Median","35",1952,314646,327898,642543
826,"United Kingdom",4,"Median","36",1952,343663,357736,701399
826,"United Kingdom",4,"Median","37",1952,365606,381512,747118
826,"United Kingdom",4,"Median","38",1952,375178,391874,767053
826,"United Kingdom",4,"Median","39",1952,374808,390584,765392.5
826,"United Kingdom",4,"Median","40",1952,377034,390064,767098
826,"United Kingdom",4,"Median","41",1952,379390,390736,770126.5
826,"United Kingdom",4,"Median","42",1952,376982,388006,764987.5
826,"United Kingdom",4,"Median","43",1952,377720,390080,767800
826,"United Kingdom",4,"Median","44",1952,374384,388900,763283
826,"United Kingdom",4,"Median","45",1952,365424,379500,744923
826,"United Kingdom",4,"Median","46",1952,362534,376192,738726.5
826,"United Kingdom",4,"Median","47",1952,357491,373000,730490.5
826,"United Kingdom",4,"Median","48",1952,349884,366984,716867
826,"United Kingdom",4,"Median","49",1952,345456,362428,707885
826,"United Kingdom",4,"Median","50",1952,341473,359269,700742
826,"United Kingdom",4,"Median","51",1952,336649,361950,698599.5
826,"United Kingdom",4,"Median","52",1952,318148,351368,669516
826,"United Kingdom",4,"Median","53",1952,292213,334438,626650.5
826,"United Kingdom",4,"Median","54",1952,275588,327966,603554.5
826,"United Kingdom",4,"Median","55",1952,264944,321676,586619
826,"United Kingdom",4,"Median","56",1952,253985,311656,565640.5
826,"United Kingdom",4,"Median","57",1952,246124,303789,549913
826,"United Kingdom",4,"Median","58",1952,242480,299958,542438.5
826,"United Kingdom",4,"Median","59",1952,239414,297334,536749
826,"United Kingdom",4,"Median","60",1952,232542,291522,524065
826,"United Kingdom",4,"Median","61",1952,221671,282776,504446.5
826,"United Kingdom",4,"Median","62",1952,210477,271309,481786
826,"United Kingdom",4,"Median","63",1952,204852,266468,471320.5
826,"United Kingdom",4,"Median","64",1952,200675,264377,465052
826,"United Kingdom",4,"Median","65",1952,193389,256283,449671.5
826,"United Kingdom",4,"Median","66",1952,186309,249360,435668.5
826,"United Kingdom",4,"Median","67",1952,177014,239648,416662.5
826,"United Kingdom",4,"Median","68",1952,166818,227885,394702.5
826,"United Kingdom",4,"Median","69",1952,159616,220770,380386
826,"United Kingdom",4,"Median","70",1952,153527,213837,367364
826,"United Kingdom",4,"Median","71",1952,144802,204338,349139.5
826,"United Kingdom",4,"Median","72",1952,133509,190644,324153
826,"United Kingdom",4,"Median","73",1952,124496,178898,303393.5
826,"United Kingdom",4,"Median","74",1952,116799,169289,286088
826,"United Kingdom",4,"Median","75",1952,108182,157510,265691
826,"United Kingdom",4,"Median","76",1952,98715,145022,243737.5
826,"United Kingdom",4,"Median","77",1952,87643,130578,218220.5
826,"United Kingdom",4,"Median","78",1952,75660,114351,190010.5
826,"United Kingdom",4,"Median","79",1952,65134,99778,164911.5
826,"United Kingdom",4,"Median","80",1952,56834,88442,145276.5
826,"United Kingdom",4,"Median","81",1952,47269,76040,123309.5
826,"United Kingdom",4,"Median","82",1952,38512,65074,103587
826,"United Kingdom",4,"Median","83",1952,31863,56724,88587
826,"United Kingdom",4,"Median","84",1952,25470,47667,73136.5
826,"United Kingdom",4,"Median","85",1952,19892,38992,58884.5
826,"United Kingdom",4,"Median","86",1952,15234,31430,46663
826,"United Kingdom",4,"Median","87",1952,11400,24966,36367
826,"United Kingdom",4,"Median","88",1952,8406,19506,27912
826,"United Kingdom",4,"Median","89",1952,6074,14911,20985
826,"United Kingdom",4,"Median","90",1952,4288,11185,15473
826,"United Kingdom",4,"Median","91",1952,2981,8238,11219.5
826,"United Kingdom",4,"Median","92",1952,2008,5899,7906.5
826,"United Kingdom",4,"Median","93",1952,1266,4056,5322
826,"United Kingdom",4,"Median","94",1952,778,2733,3511.5
826,"United Kingdom",4,"Median","95",1952,481,1826,2306.5
826,"United Kingdom",4,"Median","96",1952,288,1193,1480.5
826,"United Kingdom",4,"Median","97",1952,168,748,917
826,"United Kingdom",4,"Median","98",1952,95,440,534.5
826,"United Kingdom",4,"Median","99",1952,52,255,307
826,"United Kingdom",4,"Median","100",1952,21,106,127
826,"United Kingdom",4,"Median","101",1952,13,70,83
826,"United Kingdom",4,"Median","102",1952,8,46,54
826,"United Kingdom",4,"Median","103",1952,5,30,35
826,"United Kingdom",4,"Median","104",1952,3,20,23
826,"United Kingdom",4,"Median","105",1952,2,13,15
826,"United Kingdom",4,"Median","106",1952,1,9,10
826,"United Kingdom",4,"Median","107",1952,1,6,7
826,"United Kingdom",4,"Median","108",1952,0,4,4
826,"United Kingdom",4,"Median","109",1952,0,2,2
826,"United Kingdom",4,"Median","110",1952,0,2,2
826,"United Kingdom",4,"Median","0",1953,398940,379334,778274.5
826,"United Kingdom",4,"Median","1",1953,392582,374210,766792.5
826,"United Kingdom",4,"Median","2",1953,395624,376572,772195.5
826,"United Kingdom",4,"Median","3",1953,408219,388582,796800.5
826,"United Kingdom",4,"Median","4",1953,430429,409860,840288.5
826,"United Kingdom",4,"Median","5",1953,461328,440276,901604
826,"United Kingdom",4,"Median","6",1953,471073,450236,921309.5
826,"United Kingdom",4,"Median","7",1953,427218,408074,835291
826,"United Kingdom",4,"Median","8",1953,395730,378240,773969.5
826,"United Kingdom",4,"Median","9",1953,392310,375913,768223.5
826,"United Kingdom",4,"Median","10",1953,374346,360539,734885
826,"United Kingdom",4,"Median","11",1953,347034,336192,683225.5
826,"United Kingdom",4,"Median","12",1953,329146,320234,649380
826,"United Kingdom",4,"Median","13",1953,332852,325048,657899
826,"United Kingdom",4,"Median","14",1953,339552,332724,672275
826,"United Kingdom",4,"Median","15",1953,339362,332486,671848
826,"United Kingdom",4,"Median","16",1953,335710,328174,663885
826,"United Kingdom",4,"Median","17",1953,330744,323211,653955.5
826,"United Kingdom",4,"Median","18",1953,319788,318782,638570
826,"United Kingdom",4,"Median","19",1953,311536,316374,627909
826,"United Kingdom",4,"Median","20",1953,311060,321250,632310
826,"United Kingdom",4,"Median","21",1953,306302,332096,638398.5
826,"United Kingdom",4,"Median","22",1953,312867,341924,654790.5
826,"United Kingdom",4,"Median","23",1953,326403,345100,671503
826,"United Kingdom",4,"Median","24",1953,331042,344246,675288
826,"United Kingdom",4,"Median","25",1953,336072,345232,681304
826,"United Kingdom",4,"Median","26",1953,345040,351127,696166.5
826,"United Kingdom",4,"Median","27",1953,355124,359286,714410
826,"United Kingdom",4,"Median","28",1953,359874,364318,724192.5
826,"United Kingdom",4,"Median","29",1953,363622,370244,733865.5
826,"United Kingdom",4,"Median","30",1953,372589,381025,753614
826,"United Kingdom",4,"Median","31",1953,391470,400652,792122.5
826,"United Kingdom",4,"Median","32",1953,410024,420086,830110.5
826,"United Kingdom",4,"Median","33",1953,390679,401404,792082.5
826,"United Kingdom",4,"Median","34",1953,329417,341455,670872
826,"United Kingdom",4,"Median","35",1953,294860,307945,602805.5
826,"United Kingdom",4,"Median","36",1953,314192,327346,641538.5
826,"United Kingdom",4,"Median","37",1953,342612,356674,699286
826,"United Kingdom",4,"Median","38",1953,364352,380354,744706
826,"United Kingdom",4,"Median","39",1953,374092,390983,765074.5
826,"United Kingdom",4,"Median","40",1953,373770,389680,763451
826,"United Kingdom",4,"Median","41",1953,375372,388722,764095
826,"United Kingdom",4,"Median","42",1953,377334,389222,766555
826,"United Kingdom",4,"Median","43",1953,375172,386790,761961.5
826,"United Kingdom",4,"Median","44",1953,375927,388667,764594
826,"United Kingdom",4,"Median","45",1953,372748,387312,760059
826,"United Kingdom",4,"Median","46",1953,364010,378334,742343
826,"United Kingdom",4,"Median","47",1953,360525,374708,735233.5
826,"United Kingdom",4,"Median","48",1953,355302,371412,726714.5
826,"United Kingdom",4,"Median","49",1953,347936,365680,713615
826,"United Kingdom",4,"Median","50",1953,343198,360932,704129.5
826,"United Kingdom",4,"Median","51",1953,338568,357130,695698.5
826,"United Kingdom",4,"Median","52",1953,332885,358474,691358.5
826,"United Kingdom",4,"Median","53",1953,314464,348144,662609
826,"United Kingdom",4,"Median","54",1953,288906,332296,621201
826,"United Kingdom",4,"Median","55",1953,272180,325722,597902
826,"United Kingdom",4,"Median","56",1953,261240,319234,580474
826,"United Kingdom",4,"Median","57",1953,250086,309330,559416.5
826,"United Kingdom",4,"Median","58",1953,241814,301336,543150
826,"United Kingdom",4,"Median","59",1953,237592,297000,534592
826,"United Kingdom",4,"Median","60",1953,234107,293850,527957.5
826,"United Kingdom",4,"Median","61",1953,226998,287717,514715.5
826,"United Kingdom",4,"Median","62",1953,215918,278678,494596
826,"United Kingdom",4,"Median","63",1953,204507,267250,471757.5
826,"United Kingdom",4,"Median","64",1953,198375,262065,460440
826,"United Kingdom",4,"Median","65",1953,193614,259296,452910
826,"United Kingdom",4,"Median","66",1953,186141,251046,437187.5
826,"United Kingdom",4,"Median","67",1953,178759,243646,422405
826,"United Kingdom",4,"Median","68",1953,169136,233442,402578
826,"United Kingdom",4,"Median","69",1953,158858,221366,380224.5
826,"United Kingdom",4,"Median","70",1953,151357,213634,364990.5
826,"United Kingdom",4,"Median","71",1953,144978,206237,351214.5
826,"United Kingdom",4,"Median","72",1953,135920,196296,332216
826,"United Kingdom",4,"Median","73",1953,124379,182248,306627
826,"United Kingdom",4,"Median","74",1953,115334,169886,285220
826,"United Kingdom",4,"Median","75",1953,107525,159716,267241.5
826,"United Kingdom",4,"Median","76",1953,98672,147716,246387
826,"United Kingdom",4,"Median","77",1953,89208,135176,224383.5
826,"United Kingdom",4,"Median","78",1953,78432,120784,199216
826,"United Kingdom",4,"Median","79",1953,66879,104839,171718
826,"United Kingdom",4,"Median","80",1953,57074,90533,147607.5
826,"United Kingdom",4,"Median","81",1953,49419,79734,129152.5
826,"United Kingdom",4,"Median","82",1953,40450,67748,108197.5
826,"United Kingdom",4,"Median","83",1953,32382,57135,89517
826,"United Kingdom",4,"Median","84",1953,26364,49112,75476.5
826,"United Kingdom",4,"Median","85",1953,20692,40624,61316.5
826,"United Kingdom",4,"Median","86",1953,15853,32696,48549
826,"United Kingdom",4,"Median","87",1953,11888,25978,37866
826,"United Kingdom",4,"Median","88",1953,8760,20370,29130
826,"United Kingdom",4,"Median","89",1953,6323,15628,21951.5
826,"United Kingdom",4,"Median","90",1953,4461,11732,16193.5
826,"United Kingdom",4,"Median","91",1953,3100,8680,11780
826,"United Kingdom",4,"Median","92",1953,2104,6242,8346
826,"United Kingdom",4,"Median","93",1953,1374,4332,5705.5
826,"United Kingdom",4,"Median","94",1953,853,2929,3782
826,"United Kingdom",4,"Median","95",1953,510,1934,2443.5
826,"United Kingdom",4,"Median","96",1953,306,1256,1562
826,"United Kingdom",4,"Median","97",1953,178,801,978.5
826,"United Kingdom",4,"Median","98",1953,101,490,590.5
826,"United Kingdom",4,"Median","99",1953,56,280,336
826,"United Kingdom",4,"Median","100",1953,23,115,138
826,"United Kingdom",4,"Median","101",1953,14,76,90
826,"United Kingdom",4,"Median","102",1953,8,51,59
826,"United Kingdom",4,"Median","103",1953,5,33,38
826,"United Kingdom",4,"Median","104",1953,3,22,25
826,"United Kingdom",4,"Median","105",1953,2,15,17
826,"United Kingdom",4,"Median","106",1953,1,10,11
826,"United Kingdom",4,"Median","107",1953,1,6,7
826,"United Kingdom",4,"Median","108",1953,0,4,4
826,"United Kingdom",4,"Median","109",1953,0,3,3
826,"United Kingdom",4,"Median","110",1953,0,2,2
826,"United Kingdom",4,"Median","0",1954,399991,379794,779784.5
826,"United Kingdom",4,"Median","1",1954,395718,376900,772618.5
826,"United Kingdom",4,"Median","2",1954,391750,373442,765192.5
826,"United Kingdom",4,"Median","3",1954,395284,376284,771568.5
826,"United Kingdom",4,"Median","4",1954,407997,388396,796393
826,"United Kingdom",4,"Median","5",1954,429844,409318,839162
826,"United Kingdom",4,"Median","6",1954,460394,439396,899789
826,"United Kingdom",4,"Median","7",1954,470414,449612,920026
826,"United Kingdom",4,"Median","8",1954,427582,408476,836058
826,"United Kingdom",4,"Median","9",1954,395946,378636,774582.5
826,"United Kingdom",4,"Median","10",1954,392087,376144,768231.5
826,"United Kingdom",4,"Median","11",1954,374444,361454,735898.5
826,"United Kingdom",4,"Median","12",1954,347202,337502,684703.5
