"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
826,"United Kingdom",4,"Median","0",1950,14332,10470,24802
826,"United Kingdom",4,"Median","1",1950,1078,952,2029
826,"United Kingdom",4,"Median","2",1950,719,555,1274
826,"United Kingdom",4,"Median","3",1950,532,440,972
826,"United Kingdom",4,"Median","4",1950,384,314,698
826,"United Kingdom",4,"Median","5",1950,389,257,646
826,"United Kingdom",4,"Median","6",1950,317,214,530
826,"United Kingdom",4,"Median","7",1950,268,193,460
826,"United Kingdom",4,"Median","8",1950,256,153,410
826,"United Kingdom",4,"Median","9",1950,167,134,301
826,"United Kingdom",4,"Median","10",1950,176,123,299
826,"United Kingdom",4,"Median","11",1950,198,112,310
826,"United Kingdom",4,"Median","12",1950,170,145,316
826,"United Kingdom",4,"Median","13",1950,210,154,364
826,"United Kingdom",4,"Median","14",1950,213,139,352
826,"United Kingdom",4,"Median","15",1950,260,208,468
826,"United Kingdom",4,"Median","16",1950,297,227,524
826,"United Kingdom",4,"Median","17",1950,315,266,581
826,"United Kingdom",4,"Median","18",1950,368,302,670
826,"United Kingdom",4,"Median","19",1950,376,360,735
826,"United Kingdom",4,"Median","20",1950,415,371,786
826,"United Kingdom",4,"Median","21",1950,426,418,844
826,"United Kingdom",4,"Median","22",1950,464,400,864
826,"United Kingdom",4,"Median","23",1950,507,426,933
826,"United Kingdom",4,"Median","24",1950,566,468,1035
826,"United Kingdom",4,"Median","25",1950,558,514,1072
826,"United Kingdom",4,"Median","26",1950,632,544,1176
826,"United Kingdom",4,"Median","27",1950,641,550,1192
826,"United Kingdom",4,"Median","28",1950,656,627,1283
826,"United Kingdom",4,"Median","29",1950,700,632,1332
826,"United Kingdom",4,"Median","30",1950,779,691,1470
826,"United Kingdom",4,"Median","31",1950,493,514,1007
826,"United Kingdom",4,"Median","32",1950,536,523,1059
826,"United Kingdom",4,"Median","33",1950,624,526,1150
826,"United Kingdom",4,"Median","34",1950,683,603,1286
826,"United Kingdom",4,"Median","35",1950,824,745,1568
826,"United Kingdom",4,"Median","36",1950,829,788,1617
826,"United Kingdom",4,"Median","37",1950,876,769,1645
826,"United Kingdom",4,"Median","38",1950,983,850,1833
826,"United Kingdom",4,"Median","39",1950,1067,892,1959
826,"United Kingdom",4,"Median","40",1950,1164,945,2109
826,"United Kingdom",4,"Median","41",1950,1285,1026,2311
826,"United Kingdom",4,"Median","42",1950,1434,1102,2536
826,"United Kingdom",4,"Median","43",1950,1472,1131,2603
826,"United Kingdom",4,"Median","44",1950,1616,1209,2825
826,"United Kingdom",4,"Median","45",1950,1868,1391,3259
826,"United Kingdom",4,"Median","46",1950,1988,1434,3422
826,"United Kingdom",4,"Median","47",1950,2273,1609,3882
826,"United Kingdom",4,"Median","48",1950,2433,1693,4126
826,"United Kingdom",4,"Median","49",1950,2767,1918,4686
826,"United Kingdom",4,"Median","50",1950,2881,2028,4909
826,"United Kingdom",4,"Median","51",1950,2795,1884,4679
826,"United Kingdom",4,"Median","52",1950,3082,2235,5317
826,"United Kingdom",4,"Median","53",1950,3432,2341,5773
826,"United Kingdom",4,"Median","54",1950,3616,2571,6187
826,"United Kingdom",4,"Median","55",1950,3665,2520,6185
826,"United Kingdom",4,"Median","56",1950,4033,2797,6831
826,"United Kingdom",4,"Median","57",1950,4383,3028,7411
826,"United Kingdom",4,"Median","58",1950,4771,3181,7953
826,"United Kingdom",4,"Median","59",1950,5140,3549,8689
826,"United Kingdom",4,"Median","60",1950,5267,3706,8973
826,"United Kingdom",4,"Median","61",1950,5537,3979,9516
826,"United Kingdom",4,"Median","62",1950,6224,4393,10618
826,"United Kingdom",4,"Median","63",1950,6659,4791,11450
826,"United Kingdom",4,"Median","64",1950,7108,4981,12090
826,"United Kingdom",4,"Median","65",1950,7332,5416,12748
826,"United Kingdom",4,"Median","66",1950,7107,5486,12593
826,"United Kingdom",4,"Median","67",1950,7596,6232,13828
826,"United Kingdom",4,"Median","68",1950,8019,6663,14682
826,"United Kingdom",4,"Median","69",1950,8517,7329,15846
826,"United Kingdom",4,"Median","70",1950,8392,7600,15992
826,"United Kingdom",4,"Median","71",1950,8479,7688,16167
826,"United Kingdom",4,"Median","72",1950,9464,8616,18080
826,"United Kingdom",4,"Median","73",1950,9613,9179,18791
826,"United Kingdom",4,"Median","74",1950,9698,9453,19151
826,"United Kingdom",4,"Median","75",1950,9637,9855,19492
826,"United Kingdom",4,"Median","76",1950,9388,10003,19391
826,"United Kingdom",4,"Median","77",1950,9145,9497,18642
826,"United Kingdom",4,"Median","78",1950,8602,9729,18331
826,"United Kingdom",4,"Median","79",1950,8332,9488,17820
826,"United Kingdom",4,"Median","80",1950,7364,8774,16138
826,"United Kingdom",4,"Median","81",1950,6683,8494,15178
826,"United Kingdom",4,"Median","82",1950,6406,8402,14808
826,"United Kingdom",4,"Median","83",1950,5704,8178,13882
826,"United Kingdom",4,"Median","84",1950,5084,7150,12234
826,"United Kingdom",4,"Median","85",1950,4221,6461,10683
826,"United Kingdom",4,"Median","86",1950,3647,6006,9654
826,"United Kingdom",4,"Median","87",1950,2869,4968,7838
826,"United Kingdom",4,"Median","88",1950,2238,4085,6323
826,"United Kingdom",4,"Median","89",1950,1839,3519,5357
826,"United Kingdom",4,"Median","90",1950,1418,2829,4247
826,"United Kingdom",4,"Median","91",1950,970,2125,3095
826,"United Kingdom",4,"Median","92",1950,718,1677,2395
826,"United Kingdom",4,"Median","93",1950,490,1248,1738
826,"United Kingdom",4,"Median","94",1950,374,941,1315
826,"United Kingdom",4,"Median","95",1950,226,659,884
826,"United Kingdom",4,"Median","96",1950,144,435,579
826,"United Kingdom",4,"Median","97",1950,88,284,372
826,"United Kingdom",4,"Median","98",1950,52,183,235
826,"United Kingdom",4,"Median","99",1950,30,111,141
826,"United Kingdom",4,"Median","100",1950,10,44,54
826,"United Kingdom",4,"Median","101",1950,7,31,38
826,"United Kingdom",4,"Median","102",1950,4,22,26
826,"United Kingdom",4,"Median","103",1950,3,15,18
826,"United Kingdom",4,"Median","104",1950,2,11,13
826,"United Kingdom",4,"Median","105",1950,1,7,8
826,"United Kingdom",4,"Median","106",1950,1,5,6
826,"United Kingdom",4,"Median","107",1950,1,4,5
826,"United Kingdom",4,"Median","108",1950,0,3,3
826,"United Kingdom",4,"Median","109",1950,0,2,2
826,"United Kingdom",4,"Median","110",1950,0,1,1
826,"United Kingdom",4,"Median","0",1951,14138,10225,24363
826,"United Kingdom",4,"Median","1",1951,1122,979,2101
826,"United Kingdom",4,"Median","2",1951,664,540,1205
826,"United Kingdom",4,"Median","3",1951,520,434,954
826,"United Kingdom",4,"Median","4",1951,435,331,766
826,"United Kingdom",4,"Median","5",1951,362,228,591
826,"United Kingdom",4,"Median","6",1951,296,195,491
826,"United Kingdom",4,"Median","7",1951,265,160,425
826,"United Kingdom",4,"Median","8",1951,211,152,363
826,"United Kingdom",4,"Median","9",1951,190,119,309
826,"United Kingdom",4,"Median","10",1951,186,128,313
826,"United Kingdom",4,"Median","11",1951,171,110,281
826,"United Kingdom",4,"Median","12",1951,181,119,300
826,"United Kingdom",4,"Median","13",1951,198,142,340
826,"United Kingdom",4,"Median","14",1951,220,137,358
826,"United Kingdom",4,"Median","15",1951,234,165,399
826,"United Kingdom",4,"Median","16",1951,266,201,467
826,"United Kingdom",4,"Median","17",1951,265,197,462
826,"United Kingdom",4,"Median","18",1951,302,243,544
826,"United Kingdom",4,"Median","19",1951,364,290,654
826,"United Kingdom",4,"Median","20",1951,443,268,711
826,"United Kingdom",4,"Median","21",1951,422,338,760
826,"United Kingdom",4,"Median","22",1951,496,338,834
826,"United Kingdom",4,"Median","23",1951,447,353,799
826,"United Kingdom",4,"Median","24",1951,489,373,862
826,"United Kingdom",4,"Median","25",1951,542,405,947
826,"United Kingdom",4,"Median","26",1951,569,446,1016
826,"United Kingdom",4,"Median","27",1951,546,454,1000
826,"United Kingdom",4,"Median","28",1951,548,490,1038
826,"United Kingdom",4,"Median","29",1951,632,536,1167
826,"United Kingdom",4,"Median","30",1951,682,539,1222
826,"United Kingdom",4,"Median","31",1951,670,564,1233
826,"United Kingdom",4,"Median","32",1951,571,531,1103
826,"United Kingdom",4,"Median","33",1951,572,539,1111
826,"United Kingdom",4,"Median","34",1951,663,577,1239
826,"United Kingdom",4,"Median","35",1951,759,630,1389
826,"United Kingdom",4,"Median","36",1951,819,730,1548
826,"United Kingdom",4,"Median","37",1951,875,789,1663
826,"United Kingdom",4,"Median","38",1951,972,825,1798
826,"United Kingdom",4,"Median","39",1951,993,860,1853
826,"United Kingdom",4,"Median","40",1951,1144,954,2098
826,"United Kingdom",4,"Median","41",1951,1239,967,2206
826,"United Kingdom",4,"Median","42",1951,1508,1104,2611
826,"United Kingdom",4,"Median","43",1951,1493,1178,2670
826,"United Kingdom",4,"Median","44",1951,1608,1236,2843
826,"United Kingdom",4,"Median","45",1951,1946,1364,3310
826,"United Kingdom",4,"Median","46",1951,2007,1494,3500
826,"United Kingdom",4,"Median","47",1951,2204,1573,3777
826,"United Kingdom",4,"Median","48",1951,2424,1785,4209
826,"United Kingdom",4,"Median","49",1951,2916,1825,4741
826,"United Kingdom",4,"Median","50",1951,3096,2023,5119
826,"United Kingdom",4,"Median","51",1951,3260,2152,5412
826,"United Kingdom",4,"Median","52",1951,3390,2225,5616
826,"United Kingdom",4,"Median","53",1951,3688,2415,6103
826,"United Kingdom",4,"Median","54",1951,3803,2546,6349
826,"United Kingdom",4,"Median","55",1951,3828,2665,6493
826,"United Kingdom",4,"Median","56",1951,4277,3009,7286
826,"United Kingdom",4,"Median","57",1951,4640,3073,7713
826,"United Kingdom",4,"Median","58",1951,5115,3431,8547
826,"United Kingdom",4,"Median","59",1951,5365,3591,8955
826,"United Kingdom",4,"Median","60",1951,5733,3854,9587
826,"United Kingdom",4,"Median","61",1951,6092,4036,10128
826,"United Kingdom",4,"Median","62",1951,6829,4639,11468
826,"United Kingdom",4,"Median","63",1951,7042,4936,11978
826,"United Kingdom",4,"Median","64",1951,7513,5431,12945
826,"United Kingdom",4,"Median","65",1951,7838,5818,13656
826,"United Kingdom",4,"Median","66",1951,7718,5995,13713
826,"United Kingdom",4,"Median","67",1951,8372,6606,14978
826,"United Kingdom",4,"Median","68",1951,8844,7036,15880
826,"United Kingdom",4,"Median","69",1951,9390,8263,17652
826,"United Kingdom",4,"Median","70",1951,9459,8231,17690
826,"United Kingdom",4,"Median","71",1951,9448,8363,17810
826,"United Kingdom",4,"Median","72",1951,10107,9388,19495
826,"United Kingdom",4,"Median","73",1951,10054,9801,19855
826,"United Kingdom",4,"Median","74",1951,10656,10574,21231
826,"United Kingdom",4,"Median","75",1951,10356,10683,21038
826,"United Kingdom",4,"Median","76",1951,10581,10788,21369
826,"United Kingdom",4,"Median","77",1951,9888,10512,20400
826,"United Kingdom",4,"Median","78",1951,9922,10837,20760
826,"United Kingdom",4,"Median","79",1951,9362,10655,20017
826,"United Kingdom",4,"Median","80",1951,8329,9918,18247
826,"United Kingdom",4,"Median","81",1951,7349,9311,16660
826,"United Kingdom",4,"Median","82",1951,6973,9168,16141
826,"United Kingdom",4,"Median","83",1951,6297,8899,15197
826,"United Kingdom",4,"Median","84",1951,5627,8287,13914
826,"United Kingdom",4,"Median","85",1951,4604,7108,11712
826,"United Kingdom",4,"Median","86",1951,4054,6423,10477
826,"United Kingdom",4,"Median","87",1951,3327,5505,8832
826,"United Kingdom",4,"Median","88",1951,2552,4698,7250
826,"United Kingdom",4,"Median","89",1951,1991,3855,5846
826,"United Kingdom",4,"Median","90",1951,1515,3084,4599
826,"United Kingdom",4,"Median","91",1951,1082,2456,3538
826,"United Kingdom",4,"Median","92",1951,750,1824,2575
826,"United Kingdom",4,"Median","93",1951,575,1358,1933
826,"United Kingdom",4,"Median","94",1951,367,1068,1435
826,"United Kingdom",4,"Median","95",1951,236,734,971
826,"United Kingdom",4,"Median","96",1951,151,504,655
826,"United Kingdom",4,"Median","97",1951,92,323,415
826,"United Kingdom",4,"Median","98",1951,54,204,258
826,"United Kingdom",4,"Median","99",1951,31,127,158
826,"United Kingdom",4,"Median","100",1951,12,50,62
826,"United Kingdom",4,"Median","101",1951,8,35,43
826,"United Kingdom",4,"Median","102",1951,5,25,30
826,"United Kingdom",4,"Median","103",1951,3,17,20
826,"United Kingdom",4,"Median","104",1951,2,12,14
826,"United Kingdom",4,"Median","105",1951,1,9,10
826,"United Kingdom",4,"Median","106",1951,1,6,7
826,"United Kingdom",4,"Median","107",1951,1,4,5
826,"United Kingdom",4,"Median","108",1951,0,3,3
826,"United Kingdom",4,"Median","109",1951,0,2,2
826,"United Kingdom",4,"Median","110",1951,0,1,1
826,"United Kingdom",4,"Median","0",1952,13172,9733,22904
826,"United Kingdom",4,"Median","1",1952,944,736,1680
826,"United Kingdom",4,"Median","2",1952,564,435,999
826,"United Kingdom",4,"Median","3",1952,427,316,743
826,"United Kingdom",4,"Median","4",1952,379,269,649
826,"United Kingdom",4,"Median","5",1952,331,257,588
826,"United Kingdom",4,"Median","6",1952,269,192,461
826,"United Kingdom",4,"Median","7",1952,241,158,399
826,"United Kingdom",4,"Median","8",1952,200,116,317
826,"United Kingdom",4,"Median","9",1952,191,104,295
826,"United Kingdom",4,"Median","10",1952,160,100,260
826,"United Kingdom",4,"Median","11",1952,151,89,240
826,"United Kingdom",4,"Median","12",1952,170,116,287
826,"United Kingdom",4,"Median","13",1952,150,126,276
826,"United Kingdom",4,"Median","14",1952,211,136,347
826,"United Kingdom",4,"Median","15",1952,235,144,379
826,"United Kingdom",4,"Median","16",1952,238,155,393
826,"United Kingdom",4,"Median","17",1952,290,185,475
826,"United Kingdom",4,"Median","18",1952,314,187,501
826,"United Kingdom",4,"Median","19",1952,332,215,547
826,"United Kingdom",4,"Median","20",1952,394,226,621
826,"United Kingdom",4,"Median","21",1952,418,254,672
826,"United Kingdom",4,"Median","22",1952,432,291,723
826,"United Kingdom",4,"Median","23",1952,434,301,735
826,"United Kingdom",4,"Median","24",1952,462,309,770
826,"United Kingdom",4,"Median","25",1952,427,332,759
826,"United Kingdom",4,"Median","26",1952,459,365,823
826,"United Kingdom",4,"Median","27",1952,472,340,813
826,"United Kingdom",4,"Median","28",1952,473,431,905
826,"United Kingdom",4,"Median","29",1952,526,421,947
826,"United Kingdom",4,"Median","30",1952,545,439,984
826,"United Kingdom",4,"Median","31",1952,654,553,1207
826,"United Kingdom",4,"Median","32",1952,634,536,1169
826,"United Kingdom",4,"Median","33",1952,574,406,980
826,"United Kingdom",4,"Median","34",1952,537,436,973
826,"United Kingdom",4,"Median","35",1952,644,511,1155
826,"United Kingdom",4,"Median","36",1952,691,548,1239
826,"United Kingdom",4,"Median","37",1952,827,664,1491
826,"United Kingdom",4,"Median","38",1952,916,733,1649
826,"United Kingdom",4,"Median","39",1952,959,754,1713
826,"United Kingdom",4,"Median","40",1952,992,812,1804
826,"United Kingdom",4,"Median","41",1952,1136,942,2078
826,"United Kingdom",4,"Median","42",1952,1268,994,2262
826,"United Kingdom",4,"Median","43",1952,1390,1107,2498
826,"United Kingdom",4,"Median","44",1952,1518,1180,2697
826,"United Kingdom",4,"Median","45",1952,1673,1237,2910
826,"United Kingdom",4,"Median","46",1952,1921,1365,3286
826,"United Kingdom",4,"Median","47",1952,2121,1493,3613
826,"United Kingdom",4,"Median","48",1952,2388,1640,4028
826,"United Kingdom",4,"Median","49",1952,2530,1728,4257
826,"United Kingdom",4,"Median","50",1952,2816,1818,4634
826,"United Kingdom",4,"Median","51",1952,3205,2000,5205
826,"United Kingdom",4,"Median","52",1952,3446,2277,5723
826,"United Kingdom",4,"Median","53",1952,3355,2173,5529
826,"United Kingdom",4,"Median","54",1952,3590,2400,5990
826,"United Kingdom",4,"Median","55",1952,3647,2425,6072
826,"United Kingdom",4,"Median","56",1952,4173,2804,6977
826,"United Kingdom",4,"Median","57",1952,4321,2931,7252
826,"United Kingdom",4,"Median","58",1952,4897,3159,8056
826,"United Kingdom",4,"Median","59",1952,5105,3317,8422
826,"United Kingdom",4,"Median","60",1952,5112,3529,8641
826,"United Kingdom",4,"Median","61",1952,5467,3716,9183
826,"United Kingdom",4,"Median","62",1952,6019,4217,10237
826,"United Kingdom",4,"Median","63",1952,6486,4591,11077
826,"United Kingdom",4,"Median","64",1952,6920,4884,11804
826,"United Kingdom",4,"Median","65",1952,7350,5098,12448
826,"United Kingdom",4,"Median","66",1952,7198,5400,12598
826,"United Kingdom",4,"Median","67",1952,7757,5987,13745
826,"United Kingdom",4,"Median","68",1952,7913,6475,14388
826,"United Kingdom",4,"Median","69",1952,8463,7137,15599
826,"United Kingdom",4,"Median","70",1952,8408,7361,15770
826,"United Kingdom",4,"Median","71",1952,8509,7594,16103
826,"United Kingdom",4,"Median","72",1952,9220,8273,17493
826,"United Kingdom",4,"Median","73",1952,9182,8763,17945
826,"United Kingdom",4,"Median","74",1952,9357,9328,18685
826,"United Kingdom",4,"Median","75",1952,9371,9513,18883
826,"United Kingdom",4,"Median","76",1952,9723,9762,19485
826,"United Kingdom",4,"Median","77",1952,9114,9426,18540
826,"United Kingdom",4,"Median","78",1952,8949,9586,18535
826,"United Kingdom",4,"Median","79",1952,8493,9545,18039
826,"United Kingdom",4,"Median","80",1952,7662,8766,16429
826,"United Kingdom",4,"Median","81",1952,6815,8172,14987
826,"United Kingdom",4,"Median","82",1952,6497,8142,14639
826,"United Kingdom",4,"Median","83",1952,5730,7645,13375
826,"United Kingdom",4,"Median","84",1952,5199,7506,12704
826,"United Kingdom",4,"Median","85",1952,4310,6529,10839
826,"United Kingdom",4,"Median","86",1952,3691,5708,9399
826,"United Kingdom",4,"Median","87",1952,2944,4868,7812
826,"United Kingdom",4,"Median","88",1952,2284,4144,6429
826,"United Kingdom",4,"Median","89",1952,1863,3490,5353
826,"United Kingdom",4,"Median","90",1952,1395,2750,4145
826,"United Kingdom",4,"Median","91",1952,1013,2194,3207
826,"United Kingdom",4,"Median","92",1952,780,1730,2509
826,"United Kingdom",4,"Median","93",1952,513,1244,1757
826,"United Kingdom",4,"Median","94",1952,320,942,1262
826,"United Kingdom",4,"Median","95",1952,219,661,879
826,"United Kingdom",4,"Median","96",1952,138,461,600
826,"United Kingdom",4,"Median","97",1952,86,308,394
826,"United Kingdom",4,"Median","98",1952,51,192,243
826,"United Kingdom",4,"Median","99",1952,29,118,147
826,"United Kingdom",4,"Median","100",1952,12,48,60
826,"United Kingdom",4,"Median","101",1952,8,34,42
826,"United Kingdom",4,"Median","102",1952,5,24,29
826,"United Kingdom",4,"Median","103",1952,3,17,20
826,"United Kingdom",4,"Median","104",1952,2,12,14
826,"United Kingdom",4,"Median","105",1952,1,8,9
826,"United Kingdom",4,"Median","106",1952,1,6,7
826,"United Kingdom",4,"Median","107",1952,1,4,5
826,"United Kingdom",4,"Median","108",1952,0,3,3
826,"United Kingdom",4,"Median","109",1952,0,2,2
826,"United Kingdom",4,"Median","110",1952,0,1,1
826,"United Kingdom",4,"Median","0",1953,12668,9374,22041
826,"United Kingdom",4,"Median","1",1953,845,742,1587
826,"United Kingdom",4,"Median","2",1953,506,441,947
826,"United Kingdom",4,"Median","3",1953,404,322,726
826,"United Kingdom",4,"Median","4",1953,353,250,603
826,"United Kingdom",4,"Median","5",1953,346,238,584
826,"United Kingdom",4,"Median","6",1953,302,207,509
826,"United Kingdom",4,"Median","7",1953,244,155,399
826,"United Kingdom",4,"Median","8",1953,190,136,326
826,"United Kingdom",4,"Median","9",1953,184,124,309
826,"United Kingdom",4,"Median","10",1953,153,119,272
826,"United Kingdom",4,"Median","11",1953,146,111,256
826,"United Kingdom",4,"Median","12",1953,138,118,256
826,"United Kingdom",4,"Median","13",1953,183,120,303
826,"United Kingdom",4,"Median","14",1953,190,126,317
826,"United Kingdom",4,"Median","15",1953,211,120,330
826,"United Kingdom",4,"Median","16",1953,242,141,383
826,"United Kingdom",4,"Median","17",1953,284,161,446
826,"United Kingdom",4,"Median","18",1953,284,182,466
826,"United Kingdom",4,"Median","19",1953,325,177,502
826,"United Kingdom",4,"Median","20",1953,343,186,529
826,"United Kingdom",4,"Median","21",1953,387,213,599
826,"United Kingdom",4,"Median","22",1953,382,246,629
826,"United Kingdom",4,"Median","23",1953,419,273,691
826,"United Kingdom",4,"Median","24",1953,386,269,655
826,"United Kingdom",4,"Median","25",1953,399,273,672
826,"United Kingdom",4,"Median","26",1953,407,327,734
826,"United Kingdom",4,"Median","27",1953,437,360,797
826,"United Kingdom",4,"Median","28",1953,504,350,854
826,"United Kingdom",4,"Median","29",1953,505,415,920
826,"United Kingdom",4,"Median","30",1953,563,427,990
826,"United Kingdom",4,"Median","31",1953,529,437,966
826,"United Kingdom",4,"Median","32",1953,640,547,1187
826,"United Kingdom",4,"Median","33",1953,664,555,1219
826,"United Kingdom",4,"Median","34",1953,510,474,984
826,"United Kingdom",4,"Median","35",1953,553,430,983
826,"United Kingdom",4,"Median","36",1953,596,487,1084
826,"United Kingdom",4,"Median","37",1953,734,596,1330
826,"United Kingdom",4,"Median","38",1953,802,708,1510
826,"United Kingdom",4,"Median","39",1953,921,759,1680
826,"United Kingdom",4,"Median","40",1953,964,818,1782
826,"United Kingdom",4,"Median","41",1953,1052,848,1899
826,"United Kingdom",4,"Median","42",1953,1254,1036,2290
826,"United Kingdom",4,"Median","43",1953,1311,1080,2391
826,"United Kingdom",4,"Median","44",1953,1440,1204,2644
826,"United Kingdom",4,"Median","45",1953,1697,1217,2915
826,"United Kingdom",4,"Median","46",1953,1910,1358,3268
826,"United Kingdom",4,"Median","47",1953,2004,1465,3468
826,"United Kingdom",4,"Median","48",1953,2310,1635,3945
826,"United Kingdom",4,"Median","49",1953,2535,1769,4304
826,"United Kingdom",4,"Median","50",1953,2760,1778,4539
826,"United Kingdom",4,"Median","51",1953,2985,1900,4885
826,"United Kingdom",4,"Median","52",1953,3486,2196,5682
826,"United Kingdom",4,"Median","53",1953,3787,2339,6127
826,"United Kingdom",4,"Median","54",1953,3667,2272,5939
826,"United Kingdom",4,"Median","55",1953,3689,2335,6024
826,"United Kingdom",4,"Median","56",1953,4121,2672,6793
826,"United Kingdom",4,"Median","57",1953,4441,2730,7172
826,"United Kingdom",4,"Median","58",1953,4724,3134,7857
826,"United Kingdom",4,"Median","59",1953,5116,3366,8482
826,"United Kingdom",4,"Median","60",1953,5354,3572,8926
826,"United Kingdom",4,"Median","61",1953,5476,3618,9095
826,"United Kingdom",4,"Median","62",1953,6224,4165,10388
826,"United Kingdom",4,"Median","63",1953,6554,4526,11080
826,"United Kingdom",4,"Median","64",1953,6844,4776,11620
826,"United Kingdom",4,"Median","65",1953,7084,5158,12243
826,"United Kingdom",4,"Median","66",1953,7134,5426,12560
826,"United Kingdom",4,"Median","67",1953,8011,6041,14053
826,"United Kingdom",4,"Median","68",1953,8285,6575,14860
826,"United Kingdom",4,"Median","69",1953,8360,6857,15217
826,"United Kingdom",4,"Median","70",1953,8531,7165,15696
826,"United Kingdom",4,"Median","71",1953,8484,7373,15858
826,"United Kingdom",4,"Median","72",1953,9362,8311,17673
826,"United Kingdom",4,"Median","73",1953,9532,9014,18546
826,"United Kingdom",4,"Median","74",1953,9234,9228,18462
826,"United Kingdom",4,"Median","75",1953,9342,9647,18989
826,"United Kingdom",4,"Median","76",1953,9693,10004,19698
826,"United Kingdom",4,"Median","77",1953,9047,9850,18897
826,"United Kingdom",4,"Median","78",1953,9153,10290,19443
826,"United Kingdom",4,"Median","79",1953,8558,9711,18269
826,"United Kingdom",4,"Median","80",1953,7718,9194,16912
826,"United Kingdom",4,"Median","81",1953,7190,8516,15706
826,"United Kingdom",4,"Median","82",1953,6763,8405,15168
826,"United Kingdom",4,"Median","83",1953,5763,7842,13605
826,"United Kingdom",4,"Median","84",1953,5218,7287,12505
826,"United Kingdom",4,"Median","85",1953,4390,6798,11189
826,"United Kingdom",4,"Median","86",1953,3787,6190,9977
826,"United Kingdom",4,"Median","87",1953,2988,5075,8063
826,"United Kingdom",4,"Median","88",1953,2373,4316,6689
826,"United Kingdom",4,"Median","89",1953,1833,3578,5411
826,"United Kingdom",4,"Median","90",1953,1381,2925,4307
826,"United Kingdom",4,"Median","91",1953,980,2173,3153
826,"United Kingdom",4,"Median","92",1953,739,1902,2641
826,"United Kingdom",4,"Median","93",1953,494,1410,1904
826,"United Kingdom",4,"Median","94",1953,340,932,1272
826,"United Kingdom",4,"Median","95",1953,214,690,904
826,"United Kingdom",4,"Median","96",1953,135,478,614
826,"United Kingdom",4,"Median","97",1953,83,324,407
826,"United Kingdom",4,"Median","98",1953,50,210,260
826,"United Kingdom",4,"Median","99",1953,29,127,156
826,"United Kingdom",4,"Median","100",1953,12,51,63
826,"United Kingdom",4,"Median","101",1953,8,36,44
826,"United Kingdom",4,"Median","102",1953,5,26,31
826,"United Kingdom",4,"Median","103",1953,3,18,21
826,"United Kingdom",4,"Median","104",1953,2,13,15
826,"United Kingdom",4,"Median","105",1953,1,9,10
826,"United Kingdom",4,"Median","106",1953,1,6,7
826,"United Kingdom",4,"Median","107",1953,1,5,6
826,"United Kingdom",4,"Median","108",1953,0,3,3
826,"United Kingdom",4,"Median","109",1953,0,2,2
826,"United Kingdom",4,"Median","110",1953,0,2,2
826,"United Kingdom",4,"Median","0",1954,12009,8721,20730
826,"United Kingdom",4,"Median","1",1954,726,547,1273
826,"United Kingdom",4,"Median","2",1954,431,340,771
826,"United Kingdom",4,"Median","3",1954,336,226,562
826,"United Kingdom",4,"Median","4",1954,281,190,472
826,"United Kingdom",4,"Median","5",1954,262,201,463
826,"United Kingdom",4,"Median","6",1954,249,167,416
826,"United Kingdom",4,"Median","7",1954,231,140,370
826,"United Kingdom",4,"Median","8",1954,175,102,277
826,"United Kingdom",4,"Median","9",1954,154,106,260
826,"United Kingdom",4,"Median","10",1954,173,113,285
826,"United Kingdom",4,"Median","11",1954,131,108,239
826,"United Kingdom",4,"Median","12",1954,142,98,240
826,"United Kingdom",4,"Median","13",1954,155,112,267
826,"United Kingdom",4,"Median","14",1954,173,107,280
826,"United Kingdom",4,"Median","15",1954,207,137,343
826,"United Kingdom",4,"Median","16",1954,254,156,411
826,"United Kingdom",4,"Median","17",1954,262,151,413
826,"United Kingdom",4,"Median","18",1954,291,158,450
826,"United Kingdom",4,"Median","19",1954,286,150,436
826,"United Kingdom",4,"Median","20",1954,332,174,506
826,"United Kingdom",4,"Median","21",1954,359,212,571
826,"United Kingdom",4,"Median","22",1954,354,196,550
826,"United Kingdom",4,"Median","23",1954,390,249,639
826,"United Kingdom",4,"Median","24",1954,350,265,615
826,"United Kingdom",4,"Median","25",1954,375,271,646
826,"United Kingdom",4,"Median","26",1954,383,258,641
826,"United Kingdom",4,"Median","27",1954,372,315,688
826,"United Kingdom",4,"Median","28",1954,503,305,808
826,"United Kingdom",4,"Median","29",1954,442,385,827
826,"United Kingdom",4,"Median","30",1954,519,392,911
826,"United Kingdom",4,"Median","31",1954,528,430,958
826,"United Kingdom",4,"Median","32",1954,563,519,1082
826,"United Kingdom",4,"Median","33",1954,642,499,1141
826,"United Kingdom",4,"Median","34",1954,629,562,1190
826,"United Kingdom",4,"Median","35",1954,547,447,995
826,"United Kingdom",4,"Median","36",1954,533,455,989
826,"United Kingdom",4,"Median","37",1954,624,572,1195
826,"United Kingdom",4,"Median","38",1954,748,623,1371
826,"United Kingdom",4,"Median","39",1954,879,747,1627
826,"United Kingdom",4,"Median","40",1954,948,855,1803
826,"United Kingdom",4,"Median","41",1954,1058,855,1913
826,"United Kingdom",4,"Median","42",1954,1282,946,2228
826,"United Kingdom",4,"Median","43",1954,1281,1055,2336
826,"United Kingdom",4,"Median","44",1954,1499,1138,2637
826,"United Kingdom",4,"Median","45",1954,1653,1235,2888
