Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,oldenergy,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,PhysicalActivity,BMR,EnergyIntake,ratio,Income
10,0,243.6534322,84.36505225,69.58612116,2.402926294,1982.500145,33.65323817,14.88778159,30.52129981,104.8671344,63.49105667,16.76577901,99.2459313,157.6743136,31.36976178,59.65620949,19.47351345,892.0924558,10.61232175,76.18452036,1.028604584,8.033665655,0,140.7,33.1,1.725997375,1165.844,2012.243684,1.015003045,626.8629919
11,0,256.0913575,88.74422896,73.31835381,2.532497174,1998.253089,35.4375015,15.66119321,32.06535201,110.0734786,66.95396357,17.63987076,104.4244594,165.9567474,33.07906478,62.94923182,20.64734007,935.561284,11.15682553,79.61094562,1.083090712,8.458441936,0,145.7,36.5,1.726015713,1226.14,2116.336906,1.059093524,628.187181
12,0,270.9302054,93.96943455,77.76173621,2.686689014,2014.56759,37.56375598,16.58707326,33.91094101,116.2805752,71.05278239,18.68192187,110.6468896,175.8662896,35.11837218,66.84662247,22.05088738,987.4149309,11.80582062,83.71398136,1.148008625,8.965337218,0,151.6,40.5,1.726038325,1298.055,2240.492677,1.112145697,629.7062093
13,0,290.1705894,100.7384987,83.49567279,2.885548085,2031.28174,40.31175869,17.78959885,36.30911459,124.3387566,76.31085021,20.03049759,118.7502741,188.7234428,37.75196745,71.84270832,23.85621352,1054.846786,12.64654904,89.09693669,1.231909057,9.621276324,0,158.5,46,1.726065919,1391.205,2401.311537,1.182165669,631.4356354
14,0,310.9647934,108.0675232,89.70664982,3.100998433,2048.24302,43.28866372,19.09621681,38.90441735,133.0179007,81.97671836,21.48974576,127.5935805,202.70305,40.61516628,77.23259151,25.83987923,1127.390192,13.55502555,94.86890583,1.322791558,10.3326921,0,165.5,52.2,1.726099254,1491.973,2575.293482,1.257318324,633.3905039
15,0,329.2759416,114.5552257,95.22869946,3.292757994,2065.31165,45.93254606,20.26020482,41.19313971,140.588105,86.97565244,22.78069664,135.5366966,215.1893229,43.18171978,82.00501481,27.66857195,1190.388421,14.35541989,99.80211326,1.403498684,10.96565158,0,171.1,58.1,1.726139122,1580.994,2729.015596,1.321357769,635.5848802
16,0,349.5242925,121.7396771,101.3359357,3.504907124,2232.958537,48.85894743,21.55416096,43.72970289,148.9367737,92.46237299,24.20890802,144.4097425,229.0808952,46.03017211,87.24976727,29.71155344,1259.843268,15.24066132,105.2489283,1.492860539,11.66727306,29.95152259,176.2776202,77.36989444,1.726186338,1800.940372,3108.758665,1.392215133,638.0313815
17,0,348.6937583,121.5983018,101.3411995,3.506147816,2250.134662,48.84521336,21.55680379,43.6354071,148.2702772,92.33319996,24.17888802,144.6847501,229.2703341,46.1197851,87.20557028,29.9942039,1252.984382,15.20735988,104.3201514,1.492439164,11.66796615,29.7117777,176.2931612,77.48436386,1.726241709,1797.261052,3102.506991,1.378809475,640.7407191
18,0,348.0479524,121.5287938,101.3932955,3.509126479,2267.347588,48.8573087,21.57611428,43.57069841,147.668387,92.20283075,24.16181416,145.1120086,229.6554167,46.23841268,87.16794619,30.30014332,1246.702261,15.18289162,103.4662953,1.492886593,11.67579467,29.54263076,176.3236679,77.70843357,1.726306015,1794.770176,3098.322551,1.366496503,643.7212726
19,0,347.5687816,121.5248726,101.4864623,3.513681909,2284.529468,48.89251652,21.61048341,43.53356596,147.1246735,92.0655029,24.1565481,145.6804566,230.2249383,46.38299337,87.1335312,30.62410681,1240.952979,15.1668331,102.6871325,1.494147183,11.69008665,29.44117503,176.3679629,78.03276622,1.726379975,1793.367103,3096.033054,1.355216948,646.9787109
20,0,347.2304358,121.5774964,101.612892,3.519581616,2301.632274,48.94704794,21.65770357,43.5209677,146.6297285,91.91433496,24.16145018,146.3745586,230.9615977,46.54943994,87.09826314,30.95956505,1235.667662,15.15842429,101.9797224,1.496133951,11.70990219,29.40345566,176.4242269,78.44430363,1.726464211,1792.910011,3095.394968,1.344869466,650.5156743
21,0,347.0013649,121.6755403,101.7632572,3.526538405,2318.627203,49.01630547,21.71510688,43.52907907,146.1720514,91.74183991,24.17450505,147.1752105,231.8431671,46.73289279,87.0578407,31.29894101,1230.759823,15.1566358,101.3389552,1.498735523,11.73409414,29.42456449,176.4899715,78.9272624,1.72655921,1793.225673,3096.110302,1.335320442,654.3315279
22,0,346.8465587,121.8065873,101.9273328,3.534230325,2335.503308,49.0951942,21.77972665,43.55357806,145.73905,91.54051839,24.19346706,148.0608055,232.8439137,46.92802103,87.0082391,31.63391217,1226.133555,15.16024895,100.7581597,1.501824408,11.76137995,29.49873591,176.5620555,79.46425376,1.726665285,1794.120742,3097.846003,1.326414736,658.4221885
23,0,346.7298916,121.9577463,102.0946479,3.542321698,2352.265454,49.17844708,21.8484664,43.58993727,145.3180506,91.30345903,24.21600956,149.0083725,233.9361421,47.12934113,86.94621174,31.95577989,1221.691702,15.1679392,100.2297096,1.50526564,11.79041696,29.61944265,176.6367653,80.03739994,1.726782531,1795.393409,3100.253973,1.31798644,662.7800243
24,0,346.61633,122.1164239,102.2551048,3.550483157,2368.9317,49.26093413,21.91826265,43.63369781,144.897228,91.02488188,24.23986469,149.994707,235.091738,47.33152569,86.86971681,32.25588388,1217.343311,15.17835542,99.74557921,1.508924983,11.8198748,29.77949399,176.7099767,80.62933682,1.726910778,1796.844429,3102.990012,1.309868922,667.3938187
25,0,346.4738295,122.2709881,102.3995158,3.558408982,2385.530258,49.33792985,21.98622896,43.68070419,144.4663827,90.70057186,24.26294241,150.9974214,236.2836086,47.52967862,86.77822003,32.52603519,1213.009763,15.19018874,99.29781336,1.512676012,11.84849946,29.9711398,176.7773897,81.22402547,1.727049559,1798.2867,3105.730253,1.301903525,672.2487848
26,0,346.2748251,122.4112864,102.5200264,3.565830705,2402.096193,49.40532308,22.0497731,43.72728812,144.0175245,90.32817226,24.28342299,151.9958649,237.4869493,47.71956127,86.67284831,32.75894132,1208.629327,15.20222806,98.87889513,1.516405714,11.8751655,30.18618702,176.83482,81.80733556,1.727198061,1799.552907,3108.184293,1.293946638,677.3266141
27,0,345.9972682,122.5290006,102.6104108,3.572526541,2418.668037,49.45976145,22.10668261,43.7703962,143.5452462,89.90732686,24.29982058,152.9718792,238.6802926,47.89776149,86.55638891,32.94859755,1204.16,15.21340103,98.48201275,1.520018448,11.89891507,30.41613416,176.8785102,82.36740319,1.727355097,1800.501047,3110.104661,1.285874958,682.6055395
28,0,345.6252263,122.6178438,102.6662415,3.578326764,2435.284479,49.49873171,22.15517809,43.80766366,143.046898,89.43967911,24.31101974,153.910379,239.8463234,48.06180487,86.43314949,33.09062147,1199.580779,15.22280198,98.10123786,1.523438377,11.91898384,30.6523293,176.9054217,82.89479584,1.727519075,1801.017896,3111.292771,1.277589044,688.0603954
29,0,345.1490957,122.6736172,102.6849485,3.583115563,2451.981319,49.52058295,22.19393683,43.83744121,142.5225877,88.92875003,24.31628895,154.7997617,240.9724625,48.21021291,86.30870774,33.1825114,1194.891584,15.22970892,97.73163467,1.526610589,11.93481517,30.88615382,176.9134674,83.38253515,1.727687979,1801.020697,3111.601808,1.2690153,693.6626583
30,0,344.565494,122.6941556,102.6657851,3.586830065,2468.788794,49.52450305,22.22209097,43.85878429,141.9750404,88.37972322,24.31527603,155.6321551,242.0512301,48.34251545,86.18958694,33.22381398,1190.112115,15.23359233,97.36931923,1.529501192,11.94606453,31.10923013,176.9016546,83.82602994,1.727859355,1800.45738,3110.937128,1.26010663,699.3804609
31,0,343.8769026,122.6791862,102.6097221,3.589457212,2485.729427,49.51045923,22.23920525,43.87141388,141.4093495,87.79916616,24.30799007,156.4035185,243.0803981,48.4592249,86.08289344,33.21619062,1185.279911,15.23411762,97.01148411,1.532096633,11.95259573,31.31364675,176.8701212,84.22296179,1.728030315,1799.305646,3109.254702,1.250841973,705.1785756
32,0,343.0911067,122.6301249,102.5192823,3.591028987,2502.816439,49.47911166,22.24523894,43.87565596,140.8326477,87.19471248,24.29477267,157.1136055,244.0629322,48.56177795,85.99594708,33.1633777,1180.447816,15.23114227,96.6563952,1.534402392,11.95447028,31.49218871,176.8200636,84.57314595,1.728197542,1797.571126,3106.558001,1.241224867,711.0183784
