Intercept,1.748904481
age1,0.002373085
age2,-2.67E-05
gender2,-0.035017958
ethnicity2,-0.046520736
ethnicity3,0.010067168
ethnicity4,-0.048817888
income_continuous,-1.34E-05
region2,-0.041408047
region3,-0.115466783
region4,0.03236244
stddev,0.268662432
min,1.400130387
max,2.4985826
