Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,oldenergy,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,PhysicalActivity,BMR,EnergyIntake,ratio,Income
74,1,219.5405328,79.1014976,63.97182942,2.272148906,2408.827829,30.49613043,13.27565142,30.04590969,105.0602471,69.30335827,17.1575457,146.2454681,212.9682616,39.38243066,57.2957789,25.59037572,835.6877481,9.867437361,76.48380811,1.104087857,7.605714313,11.66439062,157.6914899,68.92721508,1.677535566,1149.074691,1927.613662,0.800228907,638.1967699
75,1,217.8621461,78.3869418,63.35272263,2.248213113,2408.426244,30.20379951,13.14464377,29.79158866,104.5421976,68.80830091,17.01264481,145.722724,211.0604395,39.09314887,56.70082147,25.39695045,829.2628482,9.779842146,75.82604643,1.096022939,7.536364347,11.38988164,157.4527575,68.54873056,1.677146423,1138.881553,1910.071123,0.793078521,632.5802504
76,1,216.1718716,77.6841324,62.75003442,2.225154356,2407.569351,29.91873184,13.01734907,29.53920697,103.9741488,68.30338404,16.8681447,145.0869613,209.1570657,38.79695287,56.13036399,25.2008341,822.7733668,9.693366155,75.17200965,1.087825012,7.468311253,11.09531484,157.21708,68.16543191,1.676778659,1128.659415,1892.51202,0.7860675,626.9166669
77,1,214.4703967,76.99496774,62.1654731,2.203058728,2406.290248,29.6417594,12.89417989,29.28925669,103.3535532,67.78885098,16.72465844,144.3393273,207.2763039,38.49543437,55.58456984,25.00263884,816.2361398,9.608287473,74.52454383,1.079501342,7.401711439,10.78211974,156.9857445,67.77861375,1.676434177,1118.429254,1874.973027,0.779196536,621.1980065
78,1,212.7589075,76.32116691,61.60050418,2.18199653,2404.621869,29.37362106,12.77550096,29.04219924,102.6788331,67.26512898,16.58274296,143.4817644,205.4336872,38.19003229,55.06346933,24.80290819,809.6669955,9.524856582,73.88616713,1.071061743,7.336704362,10.45213942,156.7598979,67.38983501,1.676114394,1108.213814,1857.493125,0.772467866,615.4196659
79,1,211.039181,75.66424907,61.05635041,2.162022367,2402.596403,29.11494716,12.66161831,28.79847411,101.9495024,66.73285665,16.44288366,142.5170041,203.6416771,37.88201174,54.56707107,24.60213799,803.0810148,9.443292356,73.25902945,1.062518707,7.273413553,10.10761033,156.540525,67.00093332,1.675820237,1098.037605,1840.11364,0.765885455,609.5803563
80,1,209.3136097,75.02550564,60.53398414,2.143175059,2400.244711,28.86624327,12.55276894,28.55850067,101.1662277,66.19289031,16.30548023,141.4485273,201.9093189,37.57244294,54.09543964,24.40078988,796.4926107,9.363777582,72.64487261,1.053887262,7.211946333,9.751125158,156.3284387,66.61400226,1.675552157,1087.926624,1822.877802,0.759454981,603.6818494
81,1,207.6690264,74.38521542,59.99968477,2.12336993,2397.992738,28.61246772,12.44066095,28.32271631,100.4990443,65.68729271,16.16995344,140.5841942,200.1551547,37.27798896,53.605404,24.20867897,790.1811845,9.284392795,72.03602348,1.045751408,7.150220006,9.384026105,156.1242858,66.23133762,1.675310155,1077.907849,1805.829966,0.75305898,597.7286143
82,1,206.0308379,73.76338822,59.48593149,2.104575325,2395.499203,28.36816298,12.33322845,28.09143294,99.79426048,65.17908767,16.03727016,139.6451924,198.4600515,36.98438272,53.13781541,24.01742278,783.9106323,9.207141699,71.4414569,1.03760134,7.090326713,9.011009632,155.9285653,65.85536412,1.675093819,1068.008621,1789.014639,0.746823308,591.7273939
83,1,204.4272531,73.15452867,58.98283721,2.086167961,2392.915657,28.12892995,12.22802089,27.86499748,99.10478389,64.68166506,15.90736509,138.7268366,196.8001995,36.69698054,52.67989028,23.83020514,777.7723557,9.131503238,70.85932381,1.029623902,7.031681899,8.63492084,155.7416605,65.48855605,1.674902364,1058.256053,1772.475565,0.740717944,585.6867668
84,1,202.860499,72.55941507,58.49102294,2.068169476,2390.272945,27.89506516,12.12516654,27.64370929,98.43174116,64.19573486,15.78040879,137.8307287,195.1776808,36.41618246,52.23217865,23.64728552,771.7748084,9.057574754,70.29038215,1.021830361,6.974360307,8.259162,155.5638769,65.13336303,1.674734689,1048.676527,1756.254957,0.734750799,579.6167355
85,1,201.3325743,71.97874254,58.01104215,2.050599094,2387.602969,27.66683296,12.0247796,27.42783631,97.77615176,63.72193521,15.65655385,136.9583228,193.5943529,36.14234754,51.79516992,23.46889674,765.9255733,8.985443227,69.73530961,1.014230844,6.918428687,7.887110145,155.39548,64.79214711,1.674589426,1039.2953,1740.39292,0.728928948,573.5283724
86,1,199.8452649,71.41312884,57.54338551,2.033473795,2384.93783,27.44446776,11.92696126,27.2176172,97.13893499,63.26083721,15.53593613,136.1109342,192.0518644,35.87579664,51.36929709,23.29524681,760.2314225,8.915185987,69.19470923,1.006834404,6.863946343,7.522032122,155.2367267,64.46713095,1.674465007,1030.13618,1724.926986,0.72325868,567.4335476
87,1,198.4001513,70.86311715,57.08848318,2.016808402,2382.308947,27.22817517,11.83180011,27.01326233,96.52091315,62.81294727,15.41867531,135.2897437,190.5516625,35.61681376,50.95493888,23.12651977,754.6983448,8.846871068,68.66911199,0.999649065,6.81096541,7.167002125,155.0878821,64.16035228,1.674359714,1021.221182,1709.891607,0.717745534,561.3447495
88,1,196.9985852,70.32916804,56.64669844,2.000615358,2379.746201,27.01812888,11.73937087,26.81495079,95.9227999,62.37869973,15.30487321,134.4957813,189.0949717,35.36564187,50.55241405,22.96287302,749.3314591,8.780556201,68.15896908,0.992681701,6.759530077,6.824824922,154.9492186,63.87361711,1.67427174,1012.570051,1695.317421,0.712394213,555.2750043
89,1,195.6416219,69.81163538,56.21830833,1.984904045,2377.277135,26.81446149,11.64973034,26.62282109,95.34516656,61.95843526,15.19460847,133.7298786,187.6827291,35.12247072,50.1619642,22.80442938,744.1347551,8.716285804,67.66462843,0.985937695,6.709674278,6.497968121,154.8209965,63.60844618,1.67419924,1004.199605,1681.230216,0.70720834,549.2378872
90,1,194.3299046,69.3107253,55.80347072,1.969679625,2374.926264,26.61724875,11.56291064,26.4369555,94.78838508,61.55236413,15.0879276,132.9925882,186.3154743,34.88741607,49.78372444,22.65126362,739.110654,8.654085856,67.18629494,0.979420354,6.661417744,6.188506764,154.7034288,63.36601332,1.674140381,996.1229031,1667.649576,0.702190043,543.2476141
91,1,193.0635173,68.82644426,55.40218258,1.95494158,2372.714509,26.4264897,11.47891053,26.25736017,94.25255544,61.16051964,14.98483371,132.2840816,184.9932099,34.6604933,49.41768629,22.50338533,734.2594502,8.593957406,66.72397999,0.973130168,6.614761013,5.898083231,154.5966378,63.14708046,1.674093381,988.34832,1654.58738,0.697339429,537.3191953
92,1,191.8418345,68.35854596,55.01423749,1.940682213,2370.658796,26.24208633,11.39768662,26.08394482,93.73743118,60.78271036,14.88527482,131.6040439,183.7152591,34.44159046,49.06365984,22.36072145,729.578741,8.535869943,66.27744993,0.967064051,6.569680334,5.627884538,154.5006111,62.95193929,1.674056543,980.8786929,1642.046394,0.69265404,531.4686275
93,1,190.6634064,67.90649077,54.63919316,1.926885517,2368.771822,26.06382812,11.31914669,25.91650715,93.24236122,60.41848335,14.78913508,130.9515914,182.4801574,34.23044752,48.72124498,22.22310276,725.0629869,8.479756324,65.84618655,0.961214759,6.526123765,5.378638056,154.4151674,62.78037245,1.674028285,973.710717,1630.019281,0.68812845,525.7131017
94,1,189.5259091,67.46942915,54.27635833,1.913526728,2367.061994,25.89138578,11.24314696,25.75472638,92.76626449,60.06710857,14.69623103,130.3252349,181.285608,34.0266476,48.38981991,22.09025825,720.7033287,8.42551069,65.42937092,0.955570639,6.484009585,5.150625253,154.3399389,62.63164598,1.674007156,966.8347615,1618.488309,0.683754085,520.0711984
95,1,188.4261865,67.04621683,53.92480527,1.900572774,2365.533542,25.72431715,11.16949471,25.59816896,92.30764788,59.72759154,14.60631491,129.7229042,180.1285234,33.8296243,48.06855239,21.96181987,716.4877417,8.372990361,65.02589786,0.950115836,6.443227756,4.943711787,154.2743745,62.5045406,1.67399185,960.2352012,1607.425901,0.679519386,514.5630474
96,1,187.3603833,66.63546311,53.58340885,1.887983665,2364.186774,25.56208588,11.09795641,25.44630691,91.86467018,59.39871556,14.51908509,129.1420366,179.0051553,33.6386857,47.75643482,21.83733811,712.4015463,8.322021859,64.63442273,0.944830964,6.403644565,4.757391237,154.2177637,62.39742263,1.673981214,953.8912752,1596.796075,0.67541029,509.2104282
97,1,186.3241582,66.23560719,53.25090807,1.875714674,2363.018464,25.40409076,11.02827043,25.29854685,91.43524515,59.07910914,14.43420271,128.5797216,177.9113004,33.45305259,47.45233915,21.71630685,708.4282179,8.272410431,64.25343529,0.939694178,6.365109959,4.590839092,154.1692783,62.30834774,1.673974245,947.7783833,1586.556603,0.671411006,504.0367931
98,1,185.3129458,65.84501156,52.92598134,1.863718991,2362.022343,25.24970157,10.96016269,25.15426564,91.01716906,58.76732887,14.35131196,128.0328796,176.842551,33.2719055,47.1550841,21.59819389,704.550383,8.223951716,63.88135023,0.934682495,6.327466528,4.442973307,154.1280247,62.23518523,1.673970085,941.8696548,1576.661626,0.667504958,499.0671963
99,1,184.3222278,65.46205848,52.60732401,1.851950457,2361.189649,25.09829616,10.8933627,25.01284719,90.60825349,58.46194533,14.27006112,127.4984481,175.7945546,33.09443332,46.86350422,21.48247249,700.7508498,8.176443787,63.51660074,0.929773161,6.290558769,4.312517785,154.0930977,62.17574709,1.673968017,936.1375741,1567.064358,0.66367577,494.3281221
100,1,183.3477784,65.08523713,52.29371843,1.840366029,2360.509723,24.9492938,10.82761806,24.87371582,90.20644633,58.16162108,14.19012156,126.9735529,174.7632477,32.91987748,46.57651233,21.36865007,697.0135422,8.129698043,63.1577231,0.924944886,6.254241465,4.198065646,154.063631,62.12790637,1.67396745,930.5554784,1557.719581,0.65990814,489.8472058
101,1,182.3858517,64.71320982,51.98408702,1.828927644,2359.970607,24.80218052,10.76270544,24.73636155,89.80992466,57.8651701,14.11120221,126.4556386,173.7450333,32.7475655,46.29314666,21.25628999,693.3242114,8.083547477,62.80342099,0.920178798,6.218386048,4.098139477,154.0388353,62.08969267,1.673967908,925.0987504,1548.58562,0.65618852,485.6528529
102,1,181.4332975,64.34485262,51.67752475,1.817603349,2359.559628,24.65652468,10.69843731,24.60035574,89.41715272,57.5715947,14.03305843,125.9425507,172.7368899,32.57693183,46.01259975,21.14502506,689.6708754,8.03785176,62.452605,0.915459019,6.182884494,4.011246586,154.0180238,62.05935768,1.673969014,919.745632,1539.625689,0.652505523,481.7737627
103,1,180.4876005,63.97926883,51.37330982,1.806367675,2359.263935,24.51198195,10.6346641,24.46535631,89.02690274,57.28009808,13.955495,125.4325663,171.7364074,32.40752493,45.73422775,21.03456209,686.0439684,7.992498928,62.10440585,0.910772873,6.147650624,3.935927806,154.0006226,62.03540932,1.673970477,914.4776304,1530.808555,0.648850064,478.2383722
104,1,179.5468561,63.61577977,51.07089601,1.795201354,2359.070994,24.3682918,10.57127266,24.33110428,88.63824405,56.99007679,13.87836413,124.9243786,170.7417619,32.23900285,45.45754352,20.9246791,682.436247,7.947404232,61.75816549,0.906110757,6.112619213,3.870799094,153.9861697,62.01661804,1.673972079,909.2795748,1522.10862,0.645215267,475.0742412
105,1,178.6096988,63.25389894,50.76989185,1.784090576,2358.969008,24.22526749,10.50818188,24.197414,88.25050916,56.70109812,13.80155988,124.4170505,169.7516457,32.07112042,45.18219794,20.81521691,678.8425179,7.902506925,61.41341223,0.901465788,6.077743504,3.814585707,153.9743052,62.00200213,1.673973657,904.1394088,1513.505553,0.641596201,472.3074006
106,1,177.6752043,62.893297,50.47003227,1.773025993,2358.947276,24.08278258,10.44533686,24.06415983,87.86324658,56.41286928,13.72501053,123.909948,168.765174,31.90371173,44.90795464,20.70606779,675.2592665,7.857765883,61.06982677,0.896833307,6.042991849,3.766149131,153.9647564,61.99080008,1.673975098,899.0478203,1504.983663,0.63798953,469.9616937
107,1,176.7427868,62.53376496,50.17114899,1.762001662,2358.996488,23.9407568,10.3827027,23.93126203,87.47617066,56.12520471,13.6486706,123.4026705,167.7817848,31.73667159,44.63466345,20.59716347,671.6842644,7.813155009,60.72720652,0.892210361,6.008344157,3.724507359,153.9573222,61.98243787,1.673976322,893.9978181,1496.531179,0.634393136,468.0581383
108,1,175.8121034,62.17518011,49.87314307,1.751014084,2359.108945,23.79914298,10.32025892,23.79867388,87.08911515,55.83799592,13.57251339,122.8949853,166.8011479,31.56993847,44.36223601,20.48846397,668.116207,7.768658988,60.38543261,0.887595224,5.973788636,3.688849195,153.9518585,61.97649697,1.673977276,888.9843204,1488.139551,0.630805777,466.6143402
109,1,174.8829772,61.81747864,49.5759629,1.740061427,2359.278739,23.65791651,10.25799479,23.66637114,86.70199549,55.55118705,13.49652508,122.3867745,165.8230916,31.40348059,44.09062613,20.37994866,664.5544207,7.724269861,60.04444337,0.882987005,5.939319151,3.658543421,153.9482669,61.97268722,1.673977928,884.0038135,1479.802872,0.627226808,465.6439845
110,1,173.9553402,61.46063541,49.27958791,1.729142946,2359.501864,23.51706759,10.19590603,23.53434438,86.31478091,55.26475687,13.42070025,121.8779964,164.8475475,31.23728578,43.8198152,20.27160962,660.9986462,7.679984497,59.70421461,0.878385365,5.904933282,3.633143565,153.9464858,61.9708263,1.673978258,879.054091,1471.517436,0.623655975,465.1564306
