,quantile
387,0.99617421
388,0.599086917
389,1.030111188
390,0.701323086
391,1.12354023
392,0.989369689
393,0.826824362
394,0.827704014
395,0.999490464
396,0.956942168
397,1.19035532
398,1.143547233
399,0.793975005
400,0.688265195
401,1.541134434
402,0.568364638
403,0.95813843
404,1.150285845
405,1.224177076
406,0.798559239
407,0.574172879
408,0.958625336
409,1.113839451
410,1.10560663
411,1.224076145
412,1.00560839
413,0.897363776
414,0.523769029
415,1.125813875
416,1.132026767
417,0.607864366
418,1.389259716
419,1.141242141
420,1.077636213
421,1.242798455
422,0.978368725
423,1.0745252
424,1.046221332
425,0.7188987
426,1.118079053
427,1.064235985
428,1.407999901
429,1.051107051
430,0.962607628
431,1.042919526
432,0.919436755
433,0.962607628
434,0.919063336
435,0.61588421
436,1.189773427
437,1.105134107
438,0.916133231
439,1.060968872
440,0.733471145
441,1.02969799
442,1.304542956
443,1.182814097
444,0.872434203
445,0.927731679
446,1.106981248
447,1.006260249
448,0.965056822
449,0.836624608
450,0.9177139
451,1.308904209
452,0.971083419
453,1.34039401
454,1.352103095
455,1.303684035
456,0.745282062
457,1.250391546
458,1.04306481
459,1.23299172
460,1.321718681
461,1.344155761
462,1.013924738
463,1.09217277
464,0.990567204
465,1.347830225
466,0.950499356
467,1.156396078
468,0.946349279
469,0.640686255
470,1.011076965
471,1.061938903
472,0.922129083
473,0.874058458
474,1.352782409
475,1.482915512
476,0.757310554
477,0.8190063
478,1.029623289
479,0.94444522
480,1.028816002
481,0.78695902
482,0.828940178
483,1.08877187
484,0.528570913
485,1.008348152
486,0.751970095
487,0.895276951
488,0.83543126
489,1.11221642
490,1.143285498
491,1.029785773
492,0.92900423
493,0.58065524
494,1.110328547
495,1.574718048
496,1.128033669
497,1.027992297
498,0.572198369
499,0.87736175
500,0.8842
501,1.071179684
502,1.127514385
503,0.858251718
504,1.256404828
505,1.13830226
506,1.399300285
507,0.987318064
508,0.955717655
509,1.141857396
510,0.647241647
511,1.311208862
512,0.988766657
513,1.31941065
514,1.278842178
515,1.10560663
516,1.167697288
517,0.90278866
518,1.110489355
519,1.237449733
520,1.063395416
521,1.116982647
522,0.809994915
523,0.834702211
524,1.176066216
525,1.006734446
526,0.859096603
527,1.027740725
528,0.765125836
529,1.526086721
530,0.73290698
531,0.693037846
532,1.030299492
533,1.487479364
534,0.933317649
535,1.091008965
536,1.17836271
537,0.927601751
538,0.849304381
539,0.544210503
540,1.235754386
541,0.62268031
542,0.991242556
543,0.997339034
544,1.021051231
545,1.123839213
546,1.241701046
547,0.651541862
548,1.341178606
549,0.843579015
550,1.214456454
551,0.976196396
552,0.581092549
553,1.069538785
554,1.120078932
555,1.419955798
556,0.744194389
557,0.717522637
558,0.794805594
559,0.918161908
560,0.532267417
561,1.011733074
562,0.564443632
563,0.89171699
564,1.025119269
565,0.996942374
566,0.962754257
567,0.948327557
568,0.991265311
569,0.964080184
570,0.923789309
571,0.697176989
572,0.961070533
573,0.915603222
574,1.083340012
575,0.591750976
576,0.96534753
577,1.36915993
578,1.135968557
579,1.107522065
580,0.851966554
581,0.991265311
582,0.74171296
583,0.979144746
584,1.013651333
585,0.955879784
586,0.717940401
587,0.6342997
588,0.949186127
589,0.895622059
590,1.033973801
591,0.670752223
592,0.937041643
593,0.872546641
594,1.105947004
595,1.125662096
596,1.107500416
597,0.908612805
598,1.038164483
599,0.847579044
600,1.048375105
601,1.030861599
602,0.999385127
603,1.129810685
604,1.142067695
605,0.60966492
606,0.592848796
607,1.151037331
608,0.864803381
609,0.776795344
610,0.991855481
611,0.544451571
612,0.541184424
613,1.195292144
614,0.91618695
615,1.523905204
616,0.627912385
617,0.642933464
618,1.347954082
619,1.196967906
620,0.882342442
621,0.923401899
622,0.813200755
623,1.072803776
624,0.985552651
625,1.59721956
626,0.92383183
627,0.960193767
628,1.119022566
629,0.881559752
630,0.964007096
631,0.667791644
632,1.097191567
633,0.908120404
634,0.896996363
635,0.597180978
636,1.371692079
637,0.838852089
638,0.818768225
639,1.107958567
640,1.062559522
641,1.077636213
642,0.855969594
643,0.826987059
644,0.945128067
645,1.105485238
646,0.898020169
647,1.013621313
